RIGOL TECHNOLOGIES,DP821A,DP8E165350191,00.01.13
Date, Time, voltage1, current1, power1, voltage2, current2, power2
2023-07-28, 17:16:05, 0.000, 0.0002, 0.000, 0.000, 0.000, 0.000
2023-07-28, 17:16:06, 0.022, 0.0002, 0.000, 0.000, 0.000, 0.000
2023-07-28, 17:16:07, 0.022, 0.0002, 0.000, 0.000, 0.000, 0.000
2023-07-28, 17:16:08, 0.022, 0.0002, 0.000, 0.000, 0.000, 0.000
2023-07-28, 17:16:09, 0.022, 0.0002, 0.000, 0.000, 0.000, 0.000
2023-07-28, 17:16:10, 0.022, 0.0002, 0.000, 0.000, 0.000, 0.000
2023-07-28, 17:16:11, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000
2023-07-28, 17:16:13, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000
2023-07-28, 17:16:14, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000
2023-07-28, 17:16:15, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000
2023-07-28, 17:16:16, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000
2023-07-28, 17:16:17, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000
2023-07-28, 17:16:18, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000
2023-07-28, 17:16:19, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000
2023-07-28, 17:16:20, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000
2023-07-28, 17:16:21, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000
2023-07-28, 17:16:23, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000
2023-07-28, 17:16:24, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000
2023-07-28, 17:16:25, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000
2023-07-28, 17:16:26, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000
2023-07-28, 17:16:27, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000
2023-07-28, 17:16:28, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000
2023-07-28, 17:16:29, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000
